feat	id
GNAI1	1694
SGCE	1695
ZFP36	1696
KDR	1697
ADM2	1698
GAL3ST1	1699
MGAT3	1700
ADORA2A	1701
A4GALT	1702
CDC42EP1	1703
APOL3	1704
BAIAP2L2	1705
TST	1706
APOL2	1707
RAC2	1708
LIF	1709
APOBEC3F	1710
RIBC2	1711
KRT17	1712
SPECC1	1713
CPA4	1714
DOCK4	1715
VGF	1716
PODXL	1717
STRIP2	1718
FLNC	1719
CALU	1720
CCDC136	1721
SMO	1722
IRF5	1723
LRRC17	1724
MYO1B	1725
CHN1	1726
GAD1	1727
HOXD9	1728
HOXD10	1729
HOXD11	1730
HOXD13	1731
SNRPN	1732
TWSG1	1733
ARHGAP22	1734
MYO5C	1735
CGNL1	1736
ELL3	1737
ALDH1A2	1738
IVD	1739
CHAC1	1740
ISLR	1741
LOXL1	1742
PALLD	1743
SOX15	1744
PIMREG	1745
CD68	1746
SLC44A2	1747
AP1M2	1748
MTUS1	1749
KLK10	1750
KLK8	1751
RIPK3	1752
AJUBA	1753
FOXA1	1754
EGLN3	1755
RNASE1	1756
EPB41L4A	1757
ARHGEF6	1758
MAP7D3	1759
FGF13	1760
CDKN1C	1761
RPS4Y1	1762
SHC2	1763
PLPPR3	1764
SYT5	1765
TNNI3	1766
CBFA2T3	1767
GAMT	1768
CRACR2A	1769
SAT1	1770
SH3BP4	1771
CNN1	1772
THEM6	1773
NECTIN2	1774
APOE	1775
APOC1	1776
GADD45G	1777
ACE2	1778
ATP8B3	1779
KIF1A	1780
BST2	1781
STK33	1782
ARPC1B	1783
CACNG6	1784
FCHO1	1785
UNC13A	1786
KLHDC7B	1787
PXDN	1788
GDF15	1789
TRPM4	1790
SULT4A1	1791
CRB3	1792
OLFM1	1793
HELZ2	1794
SAMD10	1795
LSP1	1796
TNNT3	1797
TNNI2	1798
COL5A1	1799
MNX1	1800
RBBP8NL	1801
LAMA5	1802
ASS1	1803
FIBCD1	1804
TMEM160	1805
NPAS1	1806
GMFG	1807
ARHGEF16	1808
SESN2	1809
SMPDL3B	1810
THEMIS2	1811
SHFL	1812
SLC6A8	1813
PLXNA3	1814
DUSP9	1815
MPP1	1816
ZNF331	1817
LRP3	1818
CASZ1	1819
SLC35D2	1820
PRRG1	1821
ULBP2	1822
AKAP12	1823
SYNE1	1824
EPS8L1	1825
GGT7	1826
ACSS2	1827
EDA2R	1828
C1QL1	1829
GFAP	1830
ZNF141	1831
GSE1	1832
SH3BGRL	1833
F12	1834
PRR7	1835
NFATC1	1836
IDO1	1837
RAB11FIP4	1838
SH3BP5	1839
RFTN1	1840
SLC6A6	1841
KCNC3	1842
LRRC4B	1843
PDLIM4	1844
GFPT2	1845
RAMP2	1846
ANO1	1847
KREMEN2	1848
BARX1	1849
NINJ1	1850
MAP1B	1851
IL13RA1	1852
KRT34	1853
TNS4	1854
STARD3	1855
RARA	1856
PPP1R1B	1857
KHDRBS3	1858
LIN28A	1859
RHPN2	1860
ABHD12B	1861
GCH1	1862
LGALS3	1863
C19orf57	1864
MATN3	1865
SLC6A11	1866
PPARG	1867
NUP210	1868
FCRLA	1869
ENOSF1	1870
EMILIN2	1871
TRIM22	1872
RAMP1	1873
PTPRE	1874
CARD6	1875
RAP1GAP2	1876
SERPINF1	1877
POPDC3	1878
DDC	1879
JCHAIN	1880
ITGB4	1881
TRIM47	1882
XAF1	1883
DLG4	1884
MATN2	1885
REEP2	1886
MTSS2	1887
ANKEF1	1888
SNAP25	1889
BTBD3	1890
RIN2	1891
NES	1892
RAB25	1893
SYT11	1894
ALDH3B2	1895
TESMIN	1896
LPIN3	1897
VSTM2L	1898
BHMT2	1899
PATJ	1900
KANK4	1901
FBXO44	1902
ALOX5AP	1903
WASF3	1904
CHRM3	1905
MYH10	1906
CHI3L1	1907
PIK3C2B	1908
TMCC2	1909
DCLK1	1910
CCNA1	1911
SPART	1912
EPSTI1	1913
TRPC4	1914
POSTN	1915
STARD13	1916
MORC4	1917
BEX2	1918
RNF128	1919
TCEAL4	1920
BEX1	1921
EPHB2	1922
PDE6B	1923
MACROD1	1924
PLAAT4	1925
PLAAT2	1926
PDZD2	1927
LARGE1	1928
GSTT2B	1929
C1QTNF6	1930
FAM83F	1931
KRBA1	1932
NTS	1933
BTG1	1934
TMTC1	1935
SPINK5	1936
MICAL2	1937
RRAS2	1938
DGLUCY	1939
TTC9	1940
LOXL2	1941
IRAK2	1942
CAMK1	1943
BHLHE40	1944
CHL1	1945
MEIS2	1946
TRPM1	1947
GSTM1	1948
REG4	1949
TSPAN2	1950
GSTM3	1951
VAV3	1952
HMGCS2	1953
SORT1	1954
PTGFRN	1955
NOTCH2	1956
VTCN1	1957
NGF	1958
SPIRE1	1959
FKBP11	1960
GRHL1	1961
RSAD2	1962
MYCN	1963
CMPK2	1964
IAH1	1965
SAA2	1966
IL6ST	1967
FST	1968
NAV1	1969
ERN2	1970
GRP	1971
IL2RA	1972
ECHDC3	1973
IL15RA	1974
KCTD1	1975
CABLES1	1976
DOCK2	1977
EMP1	1978
SOX5	1979
RERG	1980
LRP4	1981
RTL8C	1982
RAB33A	1983
STK26	1984
SPOCD1	1985
HOOK1	1986
CYP2J2	1987
DSC2	1988
DSG3	1989
DSC3	1990
DTNA	1991
FHOD3	1992
SLC43A3	1993
FADS2	1994
TCN1	1995
PDGFRA	1996
COL4A2	1997
CLDN10	1998
DZIP1	1999
POGLUT2	2000
ARHGAP32	2001
ETS1	2002
SLC37A2	2003
NREP	2004
ANXA1	2005
CTSL	2006
CEMIP2	2007
GOLM1	2008
FAM189A2	2009
PSAT1	2010
ADAM19	2011
CCNJL	2012
MSI1	2013
HNF1A	2014
TBX3	2015
OASL	2016
BICDL1	2017
CD36	2018
TES	2019
MDFIC	2020
ANKRD6	2021
KHDC1	2022
NT5E	2023
PRR5L	2024
EHF	2025
ELF5	2026
PRRG4	2027
GDF11	2028
GLS2	2029
ITGA7	2030
AGAP2	2031
PPP1R1A	2032
B4GALNT1	2033
TFCP2	2034
KRT7	2035
MAP7	2036
NHSL1	2037
PKIB	2038
MICAL1	2039
STX11	2040
DYSF	2041
CPM	2042
FHOD1	2043
AGT	2044
PCNX2	2045
KCNK1	2046
GLUL	2047
NPL	2048
NIBAN1	2049
LAMC1	2050
SP110	2051
CHRND	2052
PAX3	2053
DOCK10	2054
HTR2B	2055
ITM2C	2056
SERPINE2	2057
WNT10A	2058
TMBIM1	2059
CYP27A1	2060
ARMC9	2061
ARHGEF4	2062
ALDH1L2	2063
CKAP4	2064
PLXNC1	2065
DRAM1	2066
SLC41A2	2067
VILL	2068
FLNB	2069
NEK3	2070
TBC1D4	2071
THSD1	2072
PHF11	2073
LMO7	2074
SCEL	2075
SPRY2	2076
EDNRB	2077
LCP1	2078
SCRN1	2079
TNS3	2080
IGF2BP3	2081
GPNMB	2082
RAPGEF5	2083
IL6	2084
AOAH	2085
MYO1G	2086
TTYH3	2087
CIDEB	2088
NKX2-1	2089
ADAMTS7	2090
ABHD17C	2091
ALPK3	2092
CIB2	2093
LIMD2	2094
RTP4	2095
GALNT5	2096
GATA4	2097
HLX	2098
IL1RN	2099
BIN1	2100
HS6ST1	2101
GYPC	2102
KLF4	2103
NIBAN2	2104
ST6GALNAC4	2105
TMOD1	2106
DAB2IP	2107
STXBP1	2108
SLC2A8	2109
ANGPTL2	2110
TLR4	2111
KIF12	2112
CTSV	2113
LMX1B	2114
ENPP2	2115
MYC	2116
CCN3	2117
IL11RA	2118
DNAJB5	2119
IGFBPL1	2120
KIF13A	2121
PIM1	2122
GMPR	2123
TFAP2A	2124
IRF4	2125
SLC22A23	2126
TUBB2A	2127
FOXF2	2128
TUBB2B	2129
HMGA1	2130
IER3	2131
RNF144B	2132
FGFBP1	2133
FGFBP2	2134
CPEB2	2135
FHDC1	2136
TLR2	2137
MGARP	2138
ARRB1	2139
SLCO2B1	2140
SYTL2	2141
RAB30	2142
LRRC32	2143
PI15	2144
SULF1	2145
SDCBP	2146
DDX60	2147
SORL1	2148
TMPRSS4	2149
MMP7	2150
CFAP300	2151
YAP1	2152
TRIM29	2153
POU2F3	2154
RDX	2155
FXYD6	2156
FXYD2	2157
MMP13	2158
TMPRSS13	2159
CASP1	2160
SQOR	2161
THBS1	2162
ITGA11	2163
PARP6	2164
PAQR5	2165
ITPKA	2166
UACA	2167
SMAD6	2168
PAK6	2169
STRA6	2170
SEMA6D	2171
GCHFR	2172
BCAR3	2173
TTLL7	2174
IFI44L	2175
ARHGAP29	2176
IFI44	2177
SLC44A5	2178
CLCA2	2179
CGREF1	2180
KHK	2181
CYP1B1	2182
EMILIN1	2183
MYOF	2184
LOXL4	2185
STAMBPL1	2186
TACC2	2187
DUSP5	2188
CALHM2	2189
PLCE1	2190
RBP4	2191
GPR87	2192
MYPN	2193
AOX1	2194
MSTN	2195
CDK15	2196
IDH1	2197
CHRNA1	2198
ITGAV	2199
SLC40A1	2200
PARP9	2201
MNS1	2202
SHF	2203
APH1B	2204
SEMA7A	2205
ARHGAP24	2206
FAM13A	2207
HERC6	2208
HERC5	2209
PCDH10	2210
RASGEF1B	2211
FGF5	2212
GPAT3	2213
FGF2	2214
BMPR1B	2215
PDE5A	2216
PRDM5	2217
NAAA	2218
SEPTIN11	2219
FRAS1	2220
CCNG2	2221
SHROOM3	2222
ANXA3	2223
LEF1	2224
EGF	2225
PPP3CA	2226
SLC39A8	2227
FBN2	2228
RGS3	2229
SHISAL1	2230
B4GALNT3	2231
ERP27	2232
GABARAPL1	2233
KIF21A	2234
CPNE8	2235
PRICKLE1	2236
C1RL	2237
CLSTN3	2238
TAPBPL	2239
SLC38A4	2240
AMIGO2	2241
LRIG3	2242
INHBE	2243
GLIPR1	2244
PHLDA1	2245
LGR5	2246
DUSP6	2247
LUM	2248
FAM222A	2249
SLC46A3	2250
MAP3K12	2251
ITGB7	2252
GALNT6	2253
CSAD	2254
LPAR6	2255
RHOF	2256
SLAIN1	2257
MBNL2	2258
RAB20	2259
GRTP1	2260
TTC6	2261
NOVA1	2262
FRMD6	2263
PELI2	2264
RTN1	2265
RAB15	2266
STON2	2267
JDP2	2268
FBLN5	2269
WARS1	2270
SORD	2271
SLC27A2	2272
GCNT3	2273
TLE3	2274
BCL2A1	2275
TSPAN3	2276
NEIL1	2277
DNAJA4	2278
TPM1	2279
IGF1R	2280
ARRDC4	2281
CYP1A1	2282
PCSK6	2283
CCDC33	2284
HAPLN3	2285
ABHD2	2286
MFGE8	2287
MCTP2	2288
FURIN	2289
ITGAX	2290
TGFB1I1	2291
NKD1	2292
MARVELD3	2293
CPNE2	2294
NLRC5	2295
KIFC3	2296
NUDT7	2297
CMTM3	2298
CDH11	2299
CDH13	2300
MEAK7	2301
OSGIN1	2302
IRF8	2303
ZNF287	2304
KSR1	2305
TOM1L1	2306
TOB1	2307
SKAP1	2308
ARSG	2309
BCAS3	2310
IMPA2	2311
SLC39A6	2312
OSBPL1A	2313
GATA6	2314
GREB1L	2315
NPC1	2316
SLC14A1	2317
SAT2	2318
TP53	2319
TMC6	2320
SLC16A3	2321
CARD14	2322
TTYH2	2323
SECTM1	2324
RNF157	2325
MAPK4	2326
TNFRSF11A	2327
PMAIP1	2328
P3H4	2329
ERBB2	2330
GRB7	2331
MIEN1	2332
PNMT	2333
IGFBP4	2334
FKBP10	2335
MISP3	2336
NFIC	2337
PLPP2	2338
VAV1	2339
IFITM3	2340
PGGHG	2341
HUNK	2342
COL6A1	2343
COL6A2	2344
SIK1	2345
TRPM2	2346
APP	2347
DOP1B	2348
EMP3	2349
LMTK3	2350
CBLC	2351
WTIP	2352
ADAMTS10	2353
TM4SF5	2354
SLC47A1	2355
KLK3	2356
RCN3	2357
MMEL1	2358
PADI3	2359
FHAD1	2360
PADI1	2361
EPHA2	2362
ARHGEF19	2363
SH3BGRL3	2364
CNKSR1	2365
EVA1B	2366
SYTL1	2367
HSPG2	2368
CCN1	2369
PRKACB	2370
TINAGL1	2371
AZIN2	2372
PTPRF	2373
CYP4B1	2374
LMO4	2375
SLC44A3	2376
IGSF3	2377
ZNF697	2378
CD53	2379
CELSR2	2380
GPR161	2381
ATP1B1	2382
CREG1	2383
GPA33	2384
RXRG	2385
NECTIN4	2386
FCGR2A	2387
RGS5	2388
CRABP2	2389
ABL2	2390
RGS16	2391
HMCN1	2392
RGL1	2393
RORC	2394
TUFT1	2395
ECM1	2396
CGN	2397
ADAMTSL4	2398
CTSK	2399
MINDY1	2400
ANXA9	2401
SELENBP1	2402
HORMAD1	2403
DYRK3	2404
VASH2	2405
SUSD4	2406
DUSP10	2407
HHIPL2	2408
ATP8B2	2409
RAB13	2410
S100A8	2411
SLC27A3	2412
S100A7	2413
CREB3L4	2414
EFNA3	2415
FLG	2416
GALNT2	2417
SCCPDH	2418
LYST	2419
MAP3K21	2420
CEP170	2421
ITPKB	2422
CNIH3	2423
MBOAT2	2424
WNT9A	2425
EPHX1	2426
SOX13	2427
ETNK2	2428
PPFIA4	2429
PLEKHA6	2430
PTPN7	2431
OSR1	2432
RHOB	2433
GALM	2434
MEIS1	2435
MALL	2436
THNSL2	2437
SLC20A1	2438
FBLN7	2439
FAHD2B	2440
AFF3	2441
GALNT13	2442
ZNF385B	2443
TMEFF2	2444
CDCA7	2445
DLX1	2446
GULP1	2447
FAM171B	2448
SPAG16	2449
ABCA12	2450
ACKR3	2451
TRPM8	2452
HES6	2453
MARCHF4	2454
RBMS3	2455
OSBPL10	2456
ACKR2	2457
ITGA9	2458
CTDSPL	2459
STAC	2460
PTPRG	2461
LRIG1	2462
NFKBIZ	2463
COL8A1	2464
NXPE3	2465
PHLDB2	2466
PLA1A	2467
ADPRH	2468
IGSF11	2469
BOC	2470
TMEM108	2471
ALDH1L1	2472
TRPC1	2473
NCEH1	2474
UCN2	2475
ILDR1	2476
TM4SF19	2477
MUC4	2478
SLIT2	2479
ATP10D	2480
OCIAD2	2481
SCD5	2482
PLAC8	2483
SNCA	2484
CAMK2D	2485
ANK2	2486
USP53	2487
SFRP2	2488
RNF175	2489
PDGFC	2490
CYP4V2	2491
NKD2	2492
CDH18	2493
ADAMTS16	2494
MYO10	2495
OTULINL	2496
OSMR	2497
PLK2	2498
PIK3R1	2499
HAPLN1	2500
LHFPL2	2501
SSBP2	2502
IQGAP2	2503
PAM	2504
GTF2H2	2505
TNFAIP8	2506
MEGF10	2507
ARHGAP26	2508
CXCL14	2509
RNF145	2510
ZNF300	2511
N4BP3	2512
CPLX2	2513
TENM2	2514
FAM50B	2515
TBC1D7	2516
GFOD1	2517
DCDC2	2518
TRIM7	2519
TNFRSF21	2520
PPP1R18	2521
DAAM2	2522
MLIP	2523
LGSN	2524
SCUBE3	2525
TPBG	2526
PRSS35	2527
FAXC	2528
PM20D2	2529
RNF217	2530
RSPO3	2531
ARHGAP18	2532
ABRACL	2533
SLC18B1	2534
SLC2A12	2535
AIG1	2536
SLC22A3	2537
VWDE	2538
SDK1	2539
CREB5	2540
EGFR	2541
IGFBP3	2542
ZC3HAV1L	2543
EPHA1	2544
NLGN4X	2545
SHROOM2	2546
DENND2A	2547
SH3KBP1	2548
TMEM47	2549
SYTL5	2550
MSN	2551
SLC16A2	2552
CHST7	2553
CCDC120	2554
EBP	2555
IL2RG	2556
ZNF711	2557
RADX	2558
DOCK11	2559
GPC3	2560
MAGEA4	2561
ZNF185	2562
CSGALNACT1	2563
BIN3	2564
DOCK5	2565
RGS20	2566
TACC1	2567
TRIM55	2568
PMP2	2569
LACTB2	2570
ATP6V0D2	2571
SYBU	2572
LRP12	2573
MAL2	2574
FAM83A	2575
GSDMC	2576
SLC39A4	2577
NAPRT	2578
VLDLR	2579
NFIB	2580
PLIN2	2581
CDKN2B	2582
CDKN2A	2583
AOPEP	2584
ZNF462	2585
UGCG	2586
STOM	2587
GSN	2588
PTGES	2589
LCN2	2590
NOTCH1	2591
NACC2	2592
PROSER2	2593
FAM171A1	2594
PARD3	2595
ANKRD30A	2596
ZEB1	2597
LRMDA	2598
ADIRF	2599
ANKRD1	2600
HTR7	2601
ADD3	2602
PLEKHS1	2603
INA	2604
FUOM	2605
GSTO1	2606
ITPRIP	2607
ADAM12	2608
RGS10	2609
ADM	2610
SYT8	2611
ZNF215	2612
SERPING1	2613
SLC43A1	2614
PTPRJ	2615
SESN3	2616
ENDOD1	2617
CCDC82	2618
KLHL35	2619
TENM4	2620
SERPINH1	2621
CAPN5	2622
PAK1	2623
ZC3H12C	2624
NCAM1	2625
C11orf52	2626
GLB1L2	2627
ST14	2628
FADS1	2629
PLCH2	2630
FEZ1	2631
ESAM	2632
KIRREL3	2633
MPZL2	2634
TMEM25	2635
TAGLN	2636
JPH2	2637
DUSP15	2638
SOGA1	2639
FERMT3	2640
CDC42EP2	2641
TM7SF2	2642
DOC2A	2643
HMGA2	2644
MMP3	2645
MKX	2646
MPP7	2647
ITGB1	2648
ARID5B	2649
CDH8	2650
LATS2	2651
MIA2	2652
HNMT	2653
LYPD1	2654
LYPD6B	2655
PDCD4	2656
GPM6A	2657
VEGFC	2658
DLG2	2659
PRSS23	2660
PPP1R1C	2661
IL18	2662
FREM2	2663
CRIM1	2664
ITPR1	2665
SLC7A11	2666
GPR158	2667
CACNA2D4	2668
CACNA1C	2669
THRB	2670
TMEM86A	2671
BTBD11	2672
ANK3	2673
DIP2C	2674
MAGI1	2675
AKAP6	2676
MIPOL1	2677
KCTD14	2678
ME3	2679
ADAMTS12	2680
CCDC3	2681
FRMD4A	2682
EPS8	2683
QDPR	2684
ANO4	2685
TEX9	2686
EDNRA	2687
AKR1C2	2688
DPYSL4	2689
ADAM8	2690
INPP1	2691
MFSD6	2692
RNF144A	2693
FLI1	2694
TMEM45B	2695
WWC2	2696
ACSL1	2697
SLC25A4	2698
BICD1	2699
CCDC122	2700
SERP2	2701
ZNF385D	2702
TDO2	2703
SACS	2704
CCL28	2705
PARP8	2706
GFRA1	2707
DST	2708
SCHIP1	2709
KCNE4	2710
AP1S3	2711
CCDC74B	2712
PTPN14	2713
MGAT5	2714
TMEM163	2715
HSPB8	2716
SETBP1	2717
PSTPIP2	2718
PDE3B	2719
TCF7L1	2720
SPOCK1	2721
ZNF773	2722
ZNF256	2723
NMT2	2724
CCDC50	2725
CAMK4	2726
TRIM36	2727
ZFP36L2	2728
PLEKHH2	2729
PFKM	2730
SPEF2	2731
GJA1	2732
CCNO	2733
RASGRP3	2734
ANKRD22	2735
FARP1	2736
PRDM8	2737
HHEX	2738
UTRN	2739
PTPRK	2740
ZNF117	2741
MARVELD2	2742
PLOD2	2743
STK32B	2744
ZIC1	2745
MR1	2746
DAB2	2747
ACOXL	2748
CLGN	2749
SYCP2L	2750
BMP6	2751
MERTK	2752
PTPRR	2753
NR4A2	2754
PLA2R1	2755
RBMS1	2756
CD96	2757
SLC25A27	2758
ADGRF1	2759
ADGRF4	2760
ASAP1	2761
LPCAT1	2762
PLEKHG4B	2763
NMRAL1	2764
ADPRHL1	2765
CMTM7	2766
PTPRD	2767
LURAP1L	2768
CNKSR3	2769
JAZF1	2770
CMIP	2771
PID1	2772
KCTD15	2773
MCOLN2	2774
DDAH1	2775
DGKE	2776
MSI2	2777
CACNA2D1	2778
HS3ST3A1	2779
SEMA3D	2780
AK5	2781
CABYR	2782
ANKRD29	2783
CHST9	2784
THY1	2785
C16orf74	2786
ANKH	2787
UBASH3B	2788
ROBO3	2789
NRGN	2790
RETREG1	2791
CDH12	2792
GPR15	2793
ABI3BP	2794
ANGPT1	2795
PITPNC1	2796
PRKCA	2797
LRRK1	2798
CEP112	2799
ABCA5	2800
C4orf19	2801
UCHL1	2802
TNIK	2803
FAM167A	2804
PGM5	2805
OBSCN	2806
LONRF1	2807
ENAH	2808
C10orf90	2809
CNTNAP3B	2810
MAGED4	2811
PDLIM3	2812
SORBS2	2813
LY96	2814
CXADR	2815
BTG3	2816
C21orf91	2817
TMPRSS15	2818
NCAM2	2819
PDE1C	2820
ADAMTS1	2821
SLFN13	2822
WNT7A	2823
PLCL2	2824
APCDD1	2825
PIEZO2	2826
USP43	2827
RAB6B	2828
EPHB1	2829
ACSS1	2830
VOPP1	2831
PROM2	2832
PTPRN2	2833
PIP4P2	2834
MARVELD1	2835
GOLGA7B	2836
GPR78	2837
GRAMD2B	2838
SLC16A1	2839
SLC7A7	2840
MAGEC1	2841
PIK3AP1	2842
FZD7	2843
DEPTOR	2844
FMN2	2845
ELMO1	2846
SLC26A2	2847
PXYLP1	2848
CLIC2	2849
GRIP1	2850
MAGEA8	2851
PSD3	2852
MMP16	2853
KCNMA1	2854
BATF	2855
ADAMTS3	2856
ART3	2857
MAP3K7CL	2858
NAA11	2859
CLDN8	2860
TSPAN7	2861
TIAM1	2862
TDRD9	2863
FGF18	2864
PCDH1	2865
SH3RF2	2866
PPP2R2B	2867
HKDC1	2868
HK1	2869
CD109	2870
UBE2L6	2871
RAB11FIP1	2872
GLYATL2	2873
MAPK13	2874
FBXO32	2875
B3GNT7	2876
MPV17L	2877
NMNAT2	2878
RBPMS	2879
TMEM171	2880
TIMP4	2881
NRG1	2882
STEAP2	2883
MMP14	2884
FZD1	2885
SUSD3	2886
ST3GAL2	2887
CACNA1D	2888
ARSL	2889
KIT	2890
FAM81A	2891
MYO1E	2892
AFAP1L1	2893
TSC22D3	2894
KCNJ15	2895
ETS2	2896
TSPAN18	2897
MX1	2898
CREB3L1	2899
C2CD2	2900
PALM2AKAP2	2901
ZNF618	2902
DGKI	2903
SLC34A2	2904
ACAN	2905
FMNL2	2906
DPYSL5	2907
TNFRSF14	2908
RADIL	2909
KRTCAP3	2910
EXTL1	2911
TRIM63	2912
CFAP251	2913
DUSP2	2914
GRHL3	2915
GALNT14	2916
RHPN1	2917
DZIP1L	2918
TMSB15A	2919
MRAS	2920
FAIM	2921
TENT5B	2922
CLSTN2	2923
COLEC12	2924
RNF207	2925
GPR153	2926
SLC13A3	2927
GPRASP2	2928
RHBDL2	2929
AUTS2	2930
H2BC5	2931
H4C8	2932
TMSB15B	2933
TSPAN33	2934
PPP1R9A	2935
GDPD5	2936
DYNC1I1	2937
PAGE5	2938
TAGLN2	2939
SLC45A3	2940
DUSP23	2941
NBL1	2942
F11R	2943
NPM2	2944
CDA	2945
PINK1	2946
DMTN	2947
APOA2	2948
MPZ	2949
CACHD1	2950
EPB41	2951
SV2A	2952
LAD1	2953
STC1	2954
TNNI1	2955
CSRP1	2956
PRAC1	2957
HOXB13	2958
RCAN1	2959
CIART	2960
RUNX1	2961
IGF2BP1	2962
CBR1	2963
CBR3	2964
ACTC1	2965
SIM2	2966
ARHGAP27	2967
PTMS	2968
M1AP	2969
BTG2	2970
HK2	2971
C1R	2972
ALDH4A1	2973
THEM4	2974
ACE	2975
SPON2	2976
TPPP3	2977
ZFYVE28	2978
CARMIL2	2979
PIP	2980
RGS12	2981
ZYX	2982
ABR	2983
NPR2	2984
GNE	2985
CCDC28B	2986
ZNF362	2987
FNDC5	2988
CPAMD8	2989
ANKLE1	2990
KALRN	2991
ABCG1	2992
TFF3	2993
TFF2	2994
TFF1	2995
TMPRSS3	2996
RSPH1	2997
SLC37A1	2998
PDE9A	2999
CBS	3000
G6PD	3001
GATD3A	3002
ICOSLG	3003
ITGB2	3004
SPATC1L	3005
S100B	3006
CACFD1	3007
SLC2A6	3008
ZNF714	3009
GPSM1	3010
RDH13	3011
PKN3	3012
BRSK1	3013
MPZL3	3014
S100A1	3015
IL6R	3016
PAQR6	3017
LMNA	3018
NBEAL2	3019
AZGP1	3020
FGFR4	3021
LY6K	3022
LY6E	3023
COL26A1	3024
ORAI2	3025
SQSTM1	3026
FBXL13	3027
MFSD12	3028
USP41	3029
FBXO27	3030
DMKN	3031
BDH1	3032
ZNF382	3033
PGAP3	3034
FDXR	3035
CYGB	3036
ZNF577	3037
ITGA5	3038
ZNF385A	3039
MPP3	3040
EMC10	3041
SHANK1	3042
FAM171A2	3043
PLCD3	3044
FMNL3	3045
AQP5	3046
TAMALIN	3047
ALOX15	3048
CXCL16	3049
TNFSF13	3050
FGF11	3051
WDR90	3052
CCDC78	3053
MEIOB	3054
BICDL2	3055
ZG16B	3056
ZNF75A	3057
SHANK2	3058
ASRGL1	3059
LRP5	3060
FGF19	3061
PDZK1IP1	3062
ACOT11	3063
PLPP3	3064
SELENON	3065
AK4	3066
RBP7	3067
FBLIM1	3068
AKR7A3	3069
PDPN	3070
DHRS3	3071
LAPTM5	3072
SDC3	3073
SYNC	3074
KIAA1522	3075
CAMK2N1	3076
ALPL	3077
MXRA8	3078
MEGF6	3079
DIRAS3	3080
NFIA	3081
NEXN	3082
SNX7	3083
NTNG1	3084
FAM102B	3085
HENMT1	3086
GBP2	3087
GBP4	3088
BRINP3	3089
VCAM1	3090
CADM3	3091
TRIM58	3092
SLAMF9	3093
IGSF8	3094
DDR2	3095
PEA15	3096
VANGL2	3097
OLFML2B	3098
KLHDC9	3099
ATF3	3100
DENND2D	3101
SNED1	3102
C1orf115	3103
ACP6	3104
PKDCC	3105
HAAO	3106
IL24	3107
FCMR	3108
CAPN2	3109
CAPN13	3110
LRATD1	3111
ACTG2	3112
VSNL1	3113
CCDC74A	3114
SLC16A14	3115
EN1	3116
SGCB	3117
NOSTRIN	3118
SGPP2	3119
INHBB	3120
BBS5	3121
PDLIM5	3122
CTSS	3123
MSX1	3124
CDC42EP3	3125
S100A11	3126
IVL	3127
SPRR3	3128
SPRR2D	3129
S100A9	3130
TGFA	3131
ALPP	3132
NIPAL1	3133
ANTXR2	3134
GPR155	3135
PBXIP1	3136
CLDN1	3137
COL6A3	3138
INAVA	3139
IGFN1	3140
EIF4E3	3141
FSTL1	3142
ELF3	3143
IGFBP7	3144
ADORA1	3145
TGFBR2	3146
HDAC11	3147
FBLN2	3148
NFASC	3149
SERPINI1	3150
NUAK2	3151
IFI16	3152
AIM2	3153
EIF5A2	3154
RPL22L1	3155
FABP1	3156
CADPS	3157
CDS1	3158
PTPN13	3159
ALB	3160
PRICKLE2	3161
ADAMTS9	3162
PPM1K	3163
PTX3	3164
SMIM14	3165
ABHD6	3166
RBM47	3167
APBB2	3168
IL17RE	3169
PCOLCE2	3170
CXCL3	3171
CXCL5	3172
PPBP	3173
CXCL1	3174
TM4SF18	3175
CDCP1	3176
DTX3L	3177
NMNAT3	3178
ZC3H12A	3179
DNALI1	3180
KLF15	3181
LIPH	3182
RPL39L	3183
PRKCD	3184
ARHGEF3	3185
MELTF	3186
S100P	3187
EXO5	3188
SGMS2	3189
SLC9B2	3190
BDH2	3191
PLXNB1	3192
SPRY1	3193
MST1R	3194
PITX2	3195
PRSS12	3196
ANXA5	3197
MAP9	3198
GUCY1A1	3199
HPGD	3200
TMEM144	3201
GASK1B	3202
NPY1R	3203
IL15	3204
FAM160A1	3205
HHIP	3206
ITGA2	3207
SLC45A2	3208
EDIL3	3209
ELOVL7	3210
ADGRV1	3211
STARD4	3212
F2RL2	3213
ANKRD33B	3214
CMBL	3215
C5orf63	3216
F2RL1	3217
SPINK1	3218
ESM1	3219
RHOBTB3	3220
GPX8	3221
SERINC5	3222
ERAP1	3223
ERAP2	3224
EGFLAM	3225
FOXQ1	3226
CSF2	3227
SHROOM1	3228
GRIK2	3229
CGAS	3230
FABP7	3231
CITED2	3232
DCBLD1	3233
TMEM200A	3234
IL31RA	3235
STK17A	3236
GALNT10	3237
BMPER	3238
KCNK5	3239
KIF6	3240
SLC29A4	3241
STEAP1	3242
CDCA7L	3243
ELAPOR2	3244
SYTL3	3245
HEY1	3246
ZNF704	3247
FABP5	3248
COL1A2	3249
CHMP4C	3250
BRI3	3251
CTSB	3252
SOX17	3253
DLC1	3254
ADCY1	3255
SUN3	3256
HNF4G	3257
TNFRSF11B	3258
SBSPON	3259
EN2	3260
DEFB1	3261
TMEM184A	3262
NOS3	3263
